14 0 0 1 22 12 13 0 1 2 4 840 23 0 91 22 12 13 0 56 136 273 14 0 0 1 22 12 13 0 1 2 4 2062 58 0 235 22 12 13 0 108 367 730
14 0 0 1 17 16 15 0 0 2 4 840 16 0 77 17 16 15 0 0 120 239 14 0 0 1 17 16 15 0 0 2 4 2062 41 0 190 17 16 15 0 0 361 527
14 0 0 1 16 17 16 0 0 2 3 840 14 0 75 16 17 16 0 0 118 187 14 0 0 1 16 17 16 0 0 2 3 2062 34 0 181 16 17 16 0 0 253 382
14 0 0 1 12 23 21 0 0 0 3 840 12 0 74 12 23 21 0 0 3 187 14 0 0 1 12 23 21 0 0 0 3 2062 30 0 178 12 23 21 0 0 6 392
15 0 0 1 16 17 18 0 0 1 2 902 10 0 65 16 17 18 0 0 56 124 15 0 0 1 16 17 18 0 0 1 2 1822 25 0 142 16 17 18 0 0 108 392
15 0 0 1 18 15 16 0 0 1 2 902 11 0 68 18 15 16 0 0 56 125 15 0 0 1 18 15 16 0 0 1 2 1822 26 0 143 18 15 16 0 0 109 392
15 0 0 1 19 14 15 0 0 1 2 902 11 0 67 19 14 15 0 0 69 124 15 0 0 1 19 14 15 0 0 1 2 1822 26 0 139 19 14 15 0 0 169 382
15 0 0 1 20 13 14 0 0 2 4 902 18 0 90 20 13 14 0 0 112 248 15 0 0 1 20 13 14 0 0 2 4 2374 42 0 220 20 13 14 0 0 216 525
15 0 0 1 21 13 14 0 0 2 4 902 20 0 97 21 13 14 0 0 120 260 15 0 0 1 21 13 14 0 0 2 4 2374 46 0 232 21 13 14 0 0 220 571
13 0 0 1 18 15 16 0 0 2 4 879 18 0 84 18 15 16 0 0 122 260 13 0 0 1 18 15 16 0 0 2 4 2374 43 0 212 18 15 16 0 0 231 571
13 0 0 1 16 17 19 0 0 2 3 879 16 0 79 16 17 19 0 0 124 192 13 0 0 1 16 17 19 0 0 2 3 2374 40 0 205 16 17 19 0 0 264 438
13 0 0 1 15 18 20 0 0 2 3 879 17 0 82 15 18 20 0 0 128 196 13 0 0 1 15 18 20 0 0 2 3 2374 40 0 208 15 18 20 0 0 281 472
9 0 0 0 15 18 22 0 0 1 3 593 11 0 56 15 18 22 0 0 66 186 9 0 0 0 15 18 22 0 0 1 3 1335 24 0 121 15 18 22 0 0 268 370
12 0 0 1 15 18 22 0 0 2 3 765 14 0 70 15 18 22 0 0 124 203 12 0 0 1 15 18 22 0 0 2 3 1453 29 0 136 15 18 22 0 0 272 438
17 0 0 1 15 18 22 0 0 2 4 1119 20 0 109 15 18 22 0 0 132 242 17 0 0 1 15 18 22 0 0 2 4 3522 46 0 273 15 18 22 0 0 272 584
17 0 0 1 15 18 19 0 0 2 6 1119 24 0 117 15 18 19 0 0 136 375 17 0 0 1 15 18 19 0 0 2 6 3522 59 0 314 15 18 19 0 0 353 680
17 0 0 1 17 16 12 0 0 2 4 1119 24 0 115 17 16 12 0 0 136 270 17 0 0 1 17 16 12 0 0 2 4 3522 59 0 313 17 16 12 0 0 349 603
17 0 0 1 13 21 19 0 0 2 4 1119 22 0 115 13 21 19 0 0 136 270 17 0 0 1 13 21 19 0 0 2 4 3522 56 0 312 13 21 19 0 0 346 603
17 0 0 1 11 25 29 0 0 2 3 1119 17 0 102 11 25 29 0 0 120 198 17 0 0 1 11 25 29 0 0 2 3 3522 49 0 299 11 25 29 0 0 221 584
11 0 0 0 9 31 30 0 0 0 3 734 10 0 61 9 31 30 0 0 0 189 11 0 0 0 9 31 30 0 0 0 3 2542 30 0 188 9 31 30 0 0 0 469
8 0 0 0 7 41 36 0 0 0 2 496 5 0 38 7 41 36 0 0 0 112 8 0 0 0 7 41 36 0 0 0 2 1313 13 0 96 7 41 36 0 0 0 218
8 0 0 0 4 73 44 0 0 0 0 496 3 0 34 4 73 44 0 0 0 0 8 0 0 0 4 73 44 0 0 0 0 1313 9 0 90 4 73 44 0 0 0 0
8 0 0 0 5 58 44 0 0 0 0 496 4 0 35 5 58 44 0 0 0 1 8 0 0 0 5 58 44 0 0 0 0 1313 10 0 91 5 58 44 0 0 0 4
10 0 0 1 8 36 48 0 0 0 2 726 11 0 69 8 36 48 0 0 0 143 10 0 0 1 8 36 48 0 0 0 2 1510 23 0 145 8 36 48 0 0 0 349
17 0 0 1 10 28 39 0 0 0 3 1098 15 0 91 10 28 39 0 0 3 218 17 0 0 1 10 28 39 0 0 0 3 2895 36 0 222 10 28 39 0 0 7 697
18 0 0 1 12 23 23 0 0 2 4 1204 20 0 115 12 23 23 0 0 124 300 18 0 0 1 12 23 23 0 0 2 4 2895 49 0 268 12 23 23 0 0 203 764
21 0 0 2 17 16 17 0 0 2 6 1406 30 0 145 17 16 17 0 0 132 431 22 0 0 2 17 16 17 0 0 2 6 2902 69 0 326 17 16 17 0 0 366 983
21 0 0 2 17 15 11 0 0 2 9 1406 37 0 166 17 15 11 0 0 136 571 22 0 0 2 17 15 11 0 0 2 9 2902 83 0 363 17 15 11 0 0 374 1173
21 0 0 2 14 19 18 0 0 2 6 1406 29 0 156 14 19 18 0 0 120 389 22 0 0 2 14 19 18 0 0 2 6 2902 68 0 345 14 19 18 0 0 260 984
21 0 0 2 11 25 21 0 0 1 4 1406 22 0 141 11 25 21 0 0 71 238 22 0 0 2 11 25 21 0 0 1 4 2902 49 0 294 11 25 21 0 0 202 520
21 0 0 2 11 25 23 0 0 1 5 1406 21 0 131 11 25 23 0 0 63 319 22 0 0 2 10 28 23 0 0 1 4 2902 46 0 273 10 28 23 0 0 102 807
