71 2 0 9 21 12 6 0 1 18 43 40477 843 0 4002 21 12 6 0 32 3563 18062 54 2 0 8 21 12 6 0 1 21 44 7761 320 0 1273 21 12 6 0 32 3088 6502
71 1 0 8 21 12 6 0 1 13 40 40477 723 0 3773 21 12 6 0 45 2658 18021 54 1 0 7 21 12 6 0 0 12 35 7761 256 0 1116 21 12 6 0 3 1909 4922
71 1 0 8 21 12 6 0 1 13 42 40477 724 0 3796 21 12 6 0 45 2632 18051 54 1 0 7 21 12 6 0 0 12 35 7761 256 0 1122 21 12 6 0 3 1913 4935
71 1 0 7 20 13 7 0 1 7 31 40477 606 0 3551 20 13 7 0 32 1507 9397 54 1 0 6 20 13 6 0 0 8 26 7761 212 0 1017 20 13 6 0 0 986 3711
71 1 0 8 20 13 6 0 1 7 43 40477 767 0 4077 20 13 6 0 32 1492 19970 54 1 0 7 20 13 6 0 0 9 36 7761 248 0 1161 20 13 6 0 0 1232 5287
58 2 0 9 22 11 7 0 1 12 43 23113 876 0 4051 22 11 7 0 45 2041 20129 53 1 0 8 22 12 6 0 1 12 36 7766 273 0 1175 22 12 6 0 32 1874 5269
69 2 0 9 22 12 7 0 1 13 45 37531 1020 0 4554 22 12 7 0 32 2685 20449 53 2 0 8 22 12 7 0 1 13 39 7766 319 0 1254 22 12 7 0 32 2167 5587
69 2 0 9 22 12 7 0 1 12 45 37531 1018 0 4575 22 12 7 0 32 2166 20895 53 2 0 8 22 12 7 0 1 13 40 7766 320 0 1277 22 12 7 0 32 2165 5820
69 2 0 10 22 12 7 0 1 12 47 37531 1091 0 4756 22 12 7 0 32 2180 21134 53 2 0 9 22 12 7 0 1 13 42 7766 342 0 1339 22 12 7 0 32 2194 6254
69 2 0 9 21 12 6 0 1 11 45 37531 946 0 4442 21 12 6 0 32 1992 20449 53 2 0 8 21 12 6 0 1 11 39 7766 296 0 1229 21 12 6 0 32 1662 5587
69 2 0 8 21 12 6 0 1 11 42 37531 873 0 4224 21 12 6 0 32 1992 20010 53 1 0 7 21 12 6 0 1 11 38 7608 272 0 1137 21 12 6 0 32 1673 5461
53 1 0 8 20 13 6 0 0 7 41 21908 728 0 3650 20 13 6 0 0 1493 19940 46 1 0 7 20 13 6 0 0 9 35 6725 227 0 1031 20 13 6 0 0 1363 5095
54 1 0 8 21 12 6 0 0 11 42 22043 801 0 3837 21 12 6 0 0 1905 20010 47 1 0 7 21 12 6 0 0 11 35 6816 248 0 1076 21 12 6 0 0 1632 5093
54 1 0 7 20 13 6 0 0 11 39 22043 728 0 3571 20 13 6 0 0 1905 19724 47 1 0 6 20 13 6 0 0 11 35 6816 226 0 997 20 13 6 0 0 1632 4804
54 1 0 7 19 14 6 0 0 7 37 22043 655 0 3393 19 14 6 0 0 1420 19045 47 1 0 6 19 14 6 0 0 8 33 6816 204 0 953 19 14 6 0 0 1027 4618
54 1 0 7 19 14 5 0 0 1 39 22043 584 0 3267 19 14 5 0 0 32 19722 47 1 0 6 19 14 5 0 0 1 34 6816 182 0 931 19 14 5 0 0 32 4801
54 1 0 7 20 13 6 0 0 1 39 22043 583 0 3262 20 13 6 0 0 32 19722 47 1 0 6 20 13 6 0 0 1 34 6816 182 0 925 20 13 6 0 0 32 4801
51 1 0 6 18 15 5 0 0 1 32 21761 509 0 2977 18 15 5 0 0 32 15195 47 1 0 5 18 15 5 0 0 1 29 6811 159 0 832 18 15 5 0 0 32 4002
52 1 0 7 19 14 5 0 0 2 41 21870 655 0 3511 19 14 5 0 0 231 19830 47 1 0 6 19 14 5 0 0 5 34 6830 204 0 990 19 14 5 0 0 585 4944
52 1 0 8 20 13 6 0 0 7 41 21870 727 0 3683 20 13 6 0 0 1428 19970 47 1 0 7 20 13 6 0 0 9 37 6830 227 0 1036 20 13 6 0 0 1354 5329
52 1 0 7 20 13 6 0 0 7 38 21870 727 0 3631 20 13 6 0 0 1517 19151 47 1 0 6 20 13 6 0 0 10 33 6830 227 0 1014 20 13 6 0 0 1464 4729
61 2 0 8 20 13 6 0 0 12 41 23524 874 0 4013 20 13 6 0 3 2507 19972 56 1 0 7 20 13 6 0 0 14 37 8027 273 0 1146 20 13 6 0 3 2106 5329
61 2 0 8 20 13 5 0 0 12 41 23524 874 0 4019 20 13 5 0 3 2080 19972 56 1 0 7 20 13 5 0 0 12 37 8027 273 0 1146 20 13 5 0 3 1936 5329
61 1 0 8 20 13 5 0 0 11 41 23524 801 0 3860 20 13 5 0 0 1986 19868 56 1 0 7 20 13 5 0 0 12 35 8027 250 0 1115 20 13 5 0 0 1774 5052
61 1 0 8 19 14 5 0 0 11 40 23524 801 0 3859 19 14 5 0 0 1986 19867 56 1 0 7 19 14 5 0 0 12 35 8027 250 0 1112 19 14 5 0 0 1774 5047
61 1 0 8 18 15 5 0 0 1 40 23524 727 0 3713 18 15 5 0 0 186 19867 56 1 0 7 18 15 5 0 0 1 35 8027 227 0 1081 18 15 5 0 0 175 5047
52 1 0 6 17 16 4 0 0 1 35 21854 509 0 3043 17 16 4 0 0 32 18647 47 1 0 5 17 16 4 0 0 1 29 6836 159 0 850 17 16 4 0 0 32 4006
52 1 0 6 18 15 5 0 0 1 15 21854 436 0 2874 18 15 5 0 0 32 3263 47 0 0 5 18 15 5 0 0 1 16 6836 137 0 819 18 15 5 0 0 32 2591
50 0 0 5 17 16 5 0 0 1 12 21631 362 0 2591 17 16 5 0 0 32 2108 49 0 0 5 17 16 5 0 0 1 13 7013 115 0 733 17 16 5 0 0 32 1884
50 1 0 6 18 15 6 0 0 1 15 21631 435 0 2833 18 15 6 0 0 32 3263 49 0 0 5 18 15 6 0 0 1 16 7013 138 0 792 18 15 6 0 0 32 2591
50 1 0 7 20 13 7 0 0 1 38 21631 581 0 3267 20 13 7 0 0 67 19630 49 1 0 6 20 13 7 0 0 1 33 7013 183 0 908 20 13 7 0 0 76 4625
50 1 0 7 20 13 7 0 0 1 38 21632 581 0 3303 20 13 7 0 0 32 19638 49 1 0 6 20 13 7 0 0 1 33 7013 182 0 939 20 13 7 0 0 32 4628
60 1 0 7 20 13 7 0 0 1 38 23310 654 0 3519 20 13 7 0 0 67 19638 52 1 0 6 20 13 7 0 0 1 33 7677 205 0 1014 20 13 7 0 0 76 4628
60 2 0 8 21 12 7 0 0 9 44 23310 871 0 4042 21 12 7 0 3 1765 20287 58 1 0 8 21 12 7 0 0 11 38 8110 273 0 1174 21 12 7 0 3 1653 5465
60 2 0 8 22 12 7 0 1 12 44 23310 870 0 4008 22 12 7 0 32 2066 20207 58 1 0 8 22 12 7 0 1 13 37 8110 274 0 1167 22 12 7 0 32 2148 5115
60 1 0 8 20 13 6 0 0 4 38 23310 724 0 3695 20 13 6 0 0 759 19605 58 1 0 7 20 13 6 0 0 3 35 8110 229 0 1090 20 13 6 0 0 374 4997
60 1 0 8 20 13 6 0 0 6 38 23310 725 0 3686 20 13 6 0 0 905 19605 58 1 0 7 20 13 6 0 0 8 35 8110 229 0 1074 20 13 6 0 0 1027 4997
56 1 0 8 19 14 6 0 0 8 42 23012 797 0 3865 19 14 6 0 0 1674 19972 58 1 0 7 19 14 6 0 0 11 37 8110 251 0 1125 19 14 6 0 0 1650 5110
55 1 0 7 19 14 6 0 0 1 38 22156 649 0 3437 19 14 6 0 0 74 19583 48 1 0 6 19 14 6 0 0 1 34 6930 201 0 957 19 14 6 0 0 80 4704
55 1 0 8 18 15 5 0 0 1 42 22156 655 0 3546 18 15 5 0 0 35 19971 48 1 0 7 18 15 5 0 0 1 35 6930 205 0 1025 18 15 5 0 0 35 5103
55 1 0 8 18 15 4 0 0 1 41 22156 656 0 3546 18 15 4 0 0 35 19961 48 1 0 7 18 15 4 0 0 1 36 6930 205 0 1026 18 15 4 0 0 35 5171
